batch,Appnumber,Type,MonthlyRent,Size,RacialGroup,Sex,contact,Minneapolis,Law,Positive,StayAtHome
424,3,2,1379,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,0,0,0
425,1,2,1500,Two or more bedrooms,White American,Male,Positive contact,Minneapolis,0,1,0
425,2,2,1500,Two or more bedrooms,Somali American,Male,Positive contact,Minneapolis,0,1,0
425,3,2,1500,Two or more bedrooms,Somali American,Female,Positive contact,Minneapolis,0,1,0
426,1,2,2385,Two or more bedrooms,Somali American,Male,Ambiguous contact,Minneapolis,0,0,0
426,2,2,2385,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,0,1,0
426,3,2,2385,Two or more bedrooms,White American,Male,Positive contact,Minneapolis,0,1,0
427,1,1,1350,Two or more bedrooms,White American,Male,Positive contact,St. Paul and suburbs,0,1,0
427,2,1,1350,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,0,1,0
427,3,1,1350,Two or more bedrooms,Somali American,Male,Positive contact,St. Paul and suburbs,0,1,0
428,1,2,1100,Two or more bedrooms,Somali American,Male,Positive contact,Minneapolis,0,1,0
428,2,2,1100,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,0,1,0
428,3,2,1100,Two or more bedrooms,Somali American,Female,Positive contact,Minneapolis,0,1,0
429,1,2,1295,Two or more bedrooms,White American,Male,Ambiguous contact,St. Paul and suburbs,0,0,0
429,2,2,1295,Two or more bedrooms,White American,Female,Positive contact,St. Paul and suburbs,0,1,0
429,3,2,1295,Two or more bedrooms,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
430,1,1,2500,Two or more bedrooms,White American,Male,Positive contact,St. Paul and suburbs,0,1,0
430,2,1,2500,Two or more bedrooms,Somali American,Male,Ambiguous contact,St. Paul and suburbs,0,0,0
430,3,1,2500,Two or more bedrooms,Somali American,Female,Positive contact,St. Paul and suburbs,0,1,0
431,1,2,2360,Two or more bedrooms,African American,Female,Ghosted,St. Paul and suburbs,0,0,0
431,2,2,2360,Two or more bedrooms,Somali American,Female,Positive contact,St. Paul and suburbs,0,1,0
431,3,2,2360,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,0,0,0
432,1,1,2590,Two or more bedrooms,White American,Male,Positive contact,St. Paul and suburbs,0,1,0
432,2,1,2590,Two or more bedrooms,Somali American,Male,Ghosted,St. Paul and suburbs,0,0,0
432,3,1,2590,Two or more bedrooms,Somali American,Female,Ghosted,St. Paul and suburbs,0,0,0
433,1,4,2350,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,0,0,0
433,2,4,2350,Two or more bedrooms,African American,Female,Ghosted,St. Paul and suburbs,0,0,0
433,3,4,2350,Two or more bedrooms,Somali American,Female,Ghosted,St. Paul and suburbs,0,0,0
434,1,2,950,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,0,0,0
434,2,2,950,Two or more bedrooms,African American,Female,Ghosted,St. Paul and suburbs,0,0,0
434,3,2,950,Two or more bedrooms,African American,Female,Ghosted,St. Paul and suburbs,0,0,0
435,1,1,1800,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,0,0,0
435,2,1,1800,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,0,0,0
435,3,1,1800,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,0,0,0
436,1,2,1380,Two or more bedrooms,Somali American,Female,Ambiguous contact,St. Paul and suburbs,0,0,0
436,2,2,1380,Two or more bedrooms,African American,Female,Ambiguous contact,St. Paul and suburbs,0,0,0
436,3,2,1380,Two or more bedrooms,Somali American,Male,Ambiguous contact,St. Paul and suburbs,0,0,0
437,1,2,1565,Two or more bedrooms,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
437,2,2,1565,Two or more bedrooms,Somali American,Female,Positive contact,St. Paul and suburbs,0,1,0
437,3,2,1565,Two or more bedrooms,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
438,1,4,1375,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,0,1,0
438,2,4,1375,Two or more bedrooms,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
438,3,4,1375,Two or more bedrooms,White American,Male,Positive contact,St. Paul and suburbs,0,1,0
439,1,2,1795,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,0,0,0
439,2,2,1795,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,0,0,0
439,3,2,1795,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,0,0,0
440,1,4,1650,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,0,0,0
440,2,4,1650,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,0,0,0
440,3,4,1650,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,0,0,0
441,1,4,1500,Two or more bedrooms,African American,Male,Ambiguous contact,Minneapolis,0,0,0
441,2,4,1500,Two or more bedrooms,African American,Female,Ambiguous contact,Minneapolis,0,0,0
441,3,4,1500,Two or more bedrooms,Somali American,Male,Ambiguous contact,Minneapolis,0,0,0
442,1,2,1400,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,0,0,0
442,2,2,1400,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,0,0,0
442,3,2,1400,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,0,0,0
443,1,4,1300,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,0,1,0
443,2,4,1300,Two or more bedrooms,Somali American,Female,Positive contact,Minneapolis,0,1,0
443,3,4,1300,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,0,0,0
444,1,4,1275,Two or more bedrooms,Somali American,Male,Ambiguous contact,Minneapolis,0,0,0
444,2,4,1275,Two or more bedrooms,White American,Male,Ambiguous contact,Minneapolis,0,0,0
444,3,4,1275,Two or more bedrooms,White American,Female,Ambiguous contact,Minneapolis,0,0,0
445,1,4,2300,Two or more bedrooms,African American,Female,Negative contact,Minneapolis,0,0,0
445,2,4,2300,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,0,0,0
445,3,4,2300,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,0,0,0
446,1,4,1795,Two or more bedrooms,White American,Male,Ambiguous contact,Minneapolis,0,0,0
446,2,4,1795,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,0,0,0
446,3,4,1795,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,0,0,0
447,1,4,2195,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,0,0,0
447,2,4,2195,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,0,0,0
447,3,4,2195,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,0,0,0
448,1,2,1590,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,0,0,0
448,2,2,1590,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,0,0,0
448,3,2,1590,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,0,0,0
449,1,2,1675,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,0,1,0
449,2,2,1675,Two or more bedrooms,White American,Male,Positive contact,Minneapolis,0,1,0
449,3,2,1675,Two or more bedrooms,Somali American,Male,Positive contact,Minneapolis,0,1,0
450,1,1,1650,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,0,1,0
450,2,1,1650,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,0,0,0
450,3,1,1650,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,0,0,0
451,1,2,1350,Two or more bedrooms,Somali American,Male,Positive contact,St. Paul and suburbs,0,1,0
451,2,2,1350,Two or more bedrooms,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
451,3,2,1350,Two or more bedrooms,White American,Male,Positive contact,St. Paul and suburbs,0,1,0
452,1,4,1425,Two or more bedrooms,Somali American,Female,Ghosted,St. Paul and suburbs,0,0,0
452,2,4,1425,Two or more bedrooms,Somali American,Female,Ghosted,St. Paul and suburbs,0,0,0
452,3,4,1425,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,0,0,0
453,1,3,1425,Two or more bedrooms,Somali American,Male,Ghosted,St. Paul and suburbs,0,0,0
453,2,3,1425,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,0,0,0
453,3,3,1425,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,0,0,0
454,1,2,1339,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,0,1,0
454,2,2,1339,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,0,1,0
454,3,2,1339,Two or more bedrooms,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
455,1,4,2130,Two or more bedrooms,Somali American,Female,Ambiguous contact,Minneapolis,0,0,0
455,2,4,2130,Two or more bedrooms,African American,Female,Ambiguous contact,Minneapolis,0,0,0
455,3,4,2130,Two or more bedrooms,White American,Female,Ambiguous contact,Minneapolis,0,0,0
456,1,4,1750,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,0,1,0
456,2,4,1750,Two or more bedrooms,White American,Male,Positive contact,Minneapolis,0,1,0
456,3,4,1750,Two or more bedrooms,Somali American,Male,Positive contact,Minneapolis,0,1,0
457,1,1,1575,Two or more bedrooms,African American,Female,Ambiguous contact,Minneapolis,0,0,0
457,2,1,1575,Two or more bedrooms,Somali American,Male,Ambiguous contact,Minneapolis,0,0,0
457,3,1,1575,Two or more bedrooms,White American,Male,Ambiguous contact,Minneapolis,0,0,0
458,1,2,1005,Two or more bedrooms,Somali American,Male,Ambiguous contact,Minneapolis,0,0,0
458,2,2,1005,Two or more bedrooms,White American,Male,Ambiguous contact,Minneapolis,0,0,0
458,3,2,1005,Two or more bedrooms,Somali American,Female,Ambiguous contact,Minneapolis,0,0,0
459,1,2,1900,Two or more bedrooms,White American,Female,Ambiguous contact,Minneapolis,0,0,0
459,2,2,1900,Two or more bedrooms,African American,Female,Ambiguous contact,Minneapolis,0,0,0
459,3,2,1900,Two or more bedrooms,Somali American,Male,Ambiguous contact,Minneapolis,0,0,0
460,1,4,2100,Two or more bedrooms,Somali American,Male,Ambiguous contact,Minneapolis,0,0,0
460,2,4,2100,Two or more bedrooms,Somali American,Male,Ambiguous contact,Minneapolis,0,0,0
460,3,4,2100,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,0,0,0
461,1,4,1795,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,0,0,0
461,2,4,1795,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,0,0,0
461,3,4,1795,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,0,0,0
462,1,4,1950,Two or more bedrooms,African American,Male,Negative contact,Minneapolis,0,0,0
462,2,4,1950,Two or more bedrooms,White American,Female,Negative contact,Minneapolis,0,0,0
462,3,4,1950,Two or more bedrooms,White American,Male,Negative contact,Minneapolis,0,0,0
463,1,1,2250,Two or more bedrooms,White American,Female,Positive contact,St. Paul and suburbs,0,1,0
463,2,1,2250,Two or more bedrooms,Somali American,Male,Ghosted,St. Paul and suburbs,0,0,0
463,3,1,2250,Two or more bedrooms,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
464,1,2,1145,Two or more bedrooms,Somali American,Female,Ambiguous contact,St. Paul and suburbs,0,0,0
464,2,2,1145,Two or more bedrooms,Somali American,Female,Positive contact,St. Paul and suburbs,0,1,0
464,3,2,1145,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,0,1,0
465,1,2,3039,Two or more bedrooms,Somali American,Male,Positive contact,St. Paul and suburbs,0,1,0
465,2,2,3039,Two or more bedrooms,Somali American,Female,Positive contact,St. Paul and suburbs,0,1,0
465,3,2,3039,Two or more bedrooms,White American,Female,Positive contact,St. Paul and suburbs,0,1,0
466,1,1,3100,Two or more bedrooms,Somali American,Male,Negative contact,St. Paul and suburbs,0,0,0
466,2,1,3100,Two or more bedrooms,African American,Male,Negative contact,St. Paul and suburbs,0,0,0
466,3,1,3100,Two or more bedrooms,African American,Female,Negative contact,St. Paul and suburbs,0,0,0
467,1,2,1850,Two or more bedrooms,African American,Female,Ghosted,St. Paul and suburbs,0,0,0
467,2,2,1850,Two or more bedrooms,African American,Female,Ghosted,St. Paul and suburbs,0,0,0
467,3,2,1850,Two or more bedrooms,Somali American,Male,Ghosted,St. Paul and suburbs,0,0,0
468,1,2,1090,Two or more bedrooms,Somali American,Female,Ghosted,St. Paul and suburbs,0,0,0
468,2,2,1090,Two or more bedrooms,African American,Female,Ghosted,St. Paul and suburbs,0,0,0
468,3,2,1090,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,0,0,0
469,1,4,3350,Two or more bedrooms,African American,Female,Ambiguous contact,Minneapolis,0,0,0
469,2,4,3350,Two or more bedrooms,African American,Female,Ambiguous contact,Minneapolis,0,0,0
469,3,4,3350,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,0,0,0
470,1,4,1600,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,0,0,0
470,2,4,1600,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,0,0,0
470,3,4,1600,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,0,0,0
471,1,2,2000,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,0,0,0
471,2,2,2000,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,0,0,0
471,3,2,2000,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,0,0,0
472,1,2,1700,Two or more bedrooms,African American,Male,Positive contact,Minneapolis,0,1,0
472,2,2,1700,Two or more bedrooms,Somali American,Female,Positive contact,Minneapolis,0,1,0
472,3,2,1700,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,0,0,0
473,1,4,1395,Two or more bedrooms,White American,Male,Ambiguous contact,St. Paul and suburbs,0,0,0
473,2,4,1395,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,0,0,0
473,3,4,1395,Two or more bedrooms,Somali American,Female,Ghosted,St. Paul and suburbs,0,0,0
474,1,2,1150,Two or more bedrooms,Somali American,Female,Positive contact,St. Paul and suburbs,0,1,0
474,2,2,1150,Two or more bedrooms,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
474,3,2,1150,Two or more bedrooms,White American,Male,Positive contact,St. Paul and suburbs,0,1,0
475,1,4,1350,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,0,0,0
475,2,4,1350,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,0,0,0
475,3,4,1350,Two or more bedrooms,Somali American,Female,Ambiguous contact,St. Paul and suburbs,0,0,0
476,1,4,1288,Two or more bedrooms,Somali American,Female,Ambiguous contact,St. Paul and suburbs,0,0,0
476,2,4,1288,Two or more bedrooms,African American,Female,Ambiguous contact,St. Paul and suburbs,0,0,0
476,3,4,1288,Two or more bedrooms,White American,Male,Ambiguous contact,St. Paul and suburbs,0,0,0
477,1,4,1495,Two or more bedrooms,White American,Female,Positive contact,St. Paul and suburbs,0,1,0
477,2,4,1495,Two or more bedrooms,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
477,3,4,1495,Two or more bedrooms,Somali American,Male,Positive contact,St. Paul and suburbs,0,1,0
478,1,1,2100,Two or more bedrooms,Somali American,Female,Positive contact,Minneapolis,0,1,0
478,2,1,2100,Two or more bedrooms,Somali American,Male,Positive contact,Minneapolis,0,1,0
478,3,1,2100,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,0,1,0
479,1,2,1405,Two or more bedrooms,Somali American,Female,Ghosted,St. Paul and suburbs,0,0,0
479,2,2,1405,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,0,0,0
479,3,2,1405,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,0,0,0
480,1,2,1750,Two or more bedrooms,African American,Female,Ambiguous contact,St. Paul and suburbs,0,0,0
480,2,2,1750,Two or more bedrooms,African American,Male,Ambiguous contact,St. Paul and suburbs,0,0,0
480,3,2,1750,Two or more bedrooms,Somali American,Female,Ambiguous contact,St. Paul and suburbs,0,0,0
481,1,4,900,Two or more bedrooms,Somali American,Female,Ghosted,St. Paul and suburbs,0,0,0
481,2,4,900,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,0,1,0
481,3,4,900,Two or more bedrooms,White American,Female,Positive contact,St. Paul and suburbs,0,1,0
482,1,4,1450,Two or more bedrooms,African American,Male,Positive contact,St. Paul and suburbs,0,1,0
482,2,4,1450,Two or more bedrooms,Somali American,Male,Positive contact,St. Paul and suburbs,0,1,0
482,3,4,1450,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,0,1,0
483,1,4,2350,Two or more bedrooms,Somali American,Male,Ghosted,St. Paul and suburbs,0,0,0
483,2,4,2350,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,0,1,0
483,3,4,2350,Two or more bedrooms,White American,Male,Positive contact,St. Paul and suburbs,0,1,0
484,1,4,1875,Two or more bedrooms,African American,Female,Ghosted,St. Paul and suburbs,0,0,0
484,2,4,1875,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,0,0,0
484,3,4,1875,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,0,0,0
485,1,2,1000,Two or more bedrooms,Somali American,Male,Ghosted,St. Paul and suburbs,0,0,0
485,2,2,1000,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,0,0,0
485,3,2,1000,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,0,0,0
486,1,4,2200,Two or more bedrooms,African American,Female,Ghosted,St. Paul and suburbs,0,0,0
486,2,4,2200,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,0,0,0
486,3,4,2200,Two or more bedrooms,Somali American,Male,Ghosted,St. Paul and suburbs,0,0,0
487,1,1,2100,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,0,1,0
487,2,1,2100,Two or more bedrooms,White American,Female,Positive contact,St. Paul and suburbs,0,1,0
487,3,1,2100,Two or more bedrooms,Somali American,Male,Ghosted,St. Paul and suburbs,0,0,0
488,1,2,4429,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,0,0,0
488,2,2,4429,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,0,0,0
488,3,2,4429,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,0,0,0
489,1,2,2450,Two or more bedrooms,White American,Female,Ambiguous contact,Minneapolis,0,0,0
489,2,2,2450,Two or more bedrooms,African American,Female,Ambiguous contact,Minneapolis,0,0,0
489,3,2,2450,Two or more bedrooms,Somali American,Female,Ambiguous contact,Minneapolis,0,0,0
490,1,2,2337,Two or more bedrooms,African American,Female,Ambiguous contact,Minneapolis,0,0,0
490,2,2,2337,Two or more bedrooms,Somali American,Female,Ambiguous contact,Minneapolis,0,0,0
490,3,2,2337,Two or more bedrooms,African American,Male,Ambiguous contact,Minneapolis,0,0,0
491,1,4,1290,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,0,1,0
491,2,4,1290,Two or more bedrooms,White American,Male,Positive contact,Minneapolis,0,1,0
491,3,4,1290,Two or more bedrooms,African American,Male,Positive contact,Minneapolis,0,1,0
492,1,3,2300,Two or more bedrooms,White American,Male,Positive contact,Minneapolis,0,1,0
492,2,3,2300,Two or more bedrooms,Somali American,Female,Positive contact,Minneapolis,0,1,0
492,3,3,2300,Two or more bedrooms,African American,Male,Positive contact,Minneapolis,0,1,0
493,1,1,1850,Two or more bedrooms,Somali American,Female,Ambiguous contact,Minneapolis,0,0,0
493,2,1,1850,Two or more bedrooms,Somali American,Female,Ambiguous contact,Minneapolis,0,0,0
493,3,1,1850,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,0,0,0
494,1,2,1600,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,0,0,0
494,2,2,1600,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,0,0,0
494,3,2,1600,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,0,0,0
495,1,4,5500,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,0,0,0
495,2,4,5500,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,0,0,0
495,3,4,5500,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,0,0,0
496,1,1,2700,Two or more bedrooms,African American,Male,Positive contact,Minneapolis,0,1,0
496,2,1,2700,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,0,1,0
496,3,1,2700,Two or more bedrooms,Somali American,Female,Positive contact,Minneapolis,0,1,0
497,1,1,2300,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,0,0,0
497,2,1,2300,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,0,0,0
497,3,1,2300,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,0,0,0
498,1,2,1500,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,0,0,0
498,2,2,1500,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,0,0,0
498,3,2,1500,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,0,0,0
499,1,1,1750,Two or more bedrooms,White American,Female,Ambiguous contact,St. Paul and suburbs,0,0,0
499,2,1,1750,Two or more bedrooms,African American,Female,Ambiguous contact,St. Paul and suburbs,0,0,0
499,3,1,1750,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,0,0,0
500,1,2,1295,Two or more bedrooms,Somali American,Male,Positive contact,St. Paul and suburbs,0,1,0
500,2,2,1295,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,0,0,0
500,3,2,1295,Two or more bedrooms,Somali American,Female,Positive contact,St. Paul and suburbs,0,1,0
501,1,2,2850,Two or more bedrooms,Somali American,Male,Positive contact,St. Paul and suburbs,0,1,0
501,2,2,2850,Two or more bedrooms,White American,Female,Positive contact,St. Paul and suburbs,0,1,0
501,3,2,2850,Two or more bedrooms,Somali American,Female,Ghosted,St. Paul and suburbs,0,0,0
502,1,4,1920,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,0,1,0
502,2,4,1920,Two or more bedrooms,African American,Male,Positive contact,Minneapolis,0,1,0
502,3,4,1920,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,0,1,0
503,1,2,1813,Two or more bedrooms,White American,Male,Ambiguous contact,St. Paul and suburbs,0,0,0
503,2,2,1813,Two or more bedrooms,Somali American,Female,Ambiguous contact,St. Paul and suburbs,0,0,0
503,3,2,1813,Two or more bedrooms,Somali American,Male,Ambiguous contact,St. Paul and suburbs,0,0,0
504,1,1,2250,Two or more bedrooms,Somali American,Female,Positive contact,St. Paul and suburbs,0,1,0
504,2,1,2251,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,0,1,0
504,3,1,2252,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,0,0,0
505,1,4,2495,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,0,0,0
505,2,4,2496,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,0,0,0
505,3,4,2497,Two or more bedrooms,Somali American,Male,Ghosted,St. Paul and suburbs,0,0,0
506,1,4,1750,Two or more bedrooms,White American,Male,Ambiguous contact,Minneapolis,0,0,0
506,2,4,1750,Two or more bedrooms,White American,Female,Ambiguous contact,Minneapolis,0,0,0
506,3,4,1750,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,0,0,0
507,1,3,1495,Two or more bedrooms,African American,Male,Ambiguous contact,Minneapolis,0,0,0
507,2,3,1495,Two or more bedrooms,White American,Female,Ghosted,Minneapolis,0,0,0
507,3,3,1495,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,0,0,0
508,1,4,2000,Two or more bedrooms,Somali American,Male,Positive contact,Minneapolis,0,1,0
508,2,4,2000,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,0,1,0
508,3,4,2000,Two or more bedrooms,White American,Male,Positive contact,Minneapolis,0,1,0
509,1,2,1339,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,0,0,0
509,2,2,1339,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,0,0,0
509,3,2,1339,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,0,0,0
510,1,2,1600,Two or more bedrooms,Somali American,Female,Negative contact,Minneapolis,0,0,0
510,2,2,1600,Two or more bedrooms,White American,Female,Ambiguous contact,Minneapolis,0,0,0
510,3,2,1600,Two or more bedrooms,African American,Male,Ambiguous contact,Minneapolis,0,0,0
511,1,2,1599,Two or more bedrooms,African American,Female,Positive contact,Minneapolis,0,1,0
511,2,2,1599,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,0,0,0
511,3,2,1599,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,0,1,0
512,1,4,1119,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,0,0,0
512,2,4,1119,Two or more bedrooms,Somali American,Female,Ghosted,Minneapolis,0,0,0
512,3,4,1119,Two or more bedrooms,Somali American,Male,Ghosted,Minneapolis,0,0,0
513,1,2,1900,Two or more bedrooms,African American,Male,Ambiguous contact,St. Paul and suburbs,0,0,0
513,2,2,1900,Two or more bedrooms,African American,Female,Ambiguous contact,St. Paul and suburbs,0,0,0
513,3,2,1900,Two or more bedrooms,Somali American,Male,Ambiguous contact,St. Paul and suburbs,0,0,0
514,1,2,1400,Two or more bedrooms,Somali American,Male,Ghosted,St. Paul and suburbs,0,0,1
514,2,2,1400,Two or more bedrooms,African American,Female,Ghosted,St. Paul and suburbs,0,0,1
514,3,2,1400,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,0,0,1
515,1,1,1750,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,0,0,1
515,2,1,1750,Two or more bedrooms,White American,Male,Ghosted,St. Paul and suburbs,0,0,1
515,3,1,1750,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,0,0,1
516,1,2,1848,Two or more bedrooms,African American,Female,Ambiguous contact,St. Paul and suburbs,0,0,1
516,2,2,1848,Two or more bedrooms,Somali American,Male,Ambiguous contact,St. Paul and suburbs,0,0,1
516,3,2,1848,Two or more bedrooms,Somali American,Male,Ambiguous contact,St. Paul and suburbs,0,0,1
517,1,2,850,Two or more bedrooms,Somali American,Male,Ghosted,St. Paul and suburbs,0,0,1
517,2,2,850,Two or more bedrooms,African American,Male,Ghosted,St. Paul and suburbs,0,0,1
517,3,2,850,Two or more bedrooms,White American,Female,Ghosted,St. Paul and suburbs,0,0,1
518,1,4,2350,Two or more bedrooms,White American,Male,Positive contact,St. Paul and suburbs,0,1,1
518,2,4,2350,Two or more bedrooms,African American,Female,Positive contact,St. Paul and suburbs,0,1,1
518,3,4,2350,Two or more bedrooms,African American,Male,Positive contact,St. Paul and suburbs,0,1,1
519,1,2,1480,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,0,1,1
519,2,2,1480,Two or more bedrooms,Somali American,Male,Positive contact,Minneapolis,0,1,1
519,3,2,1480,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,0,0,1
520,1,4,2100,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,0,0,1
520,2,4,2100,Two or more bedrooms,White American,Female,Ambiguous contact,Minneapolis,0,0,1
520,3,4,2100,Two or more bedrooms,Somali American,Female,Ambiguous contact,Minneapolis,0,0,1
521,1,4,1200,Two or more bedrooms,White American,Male,Positive contact,Minneapolis,0,1,1
521,2,4,1200,Two or more bedrooms,African American,Male,Positive contact,Minneapolis,0,1,1
521,3,4,1200,Two or more bedrooms,White American,Female,Positive contact,Minneapolis,0,1,1
522,1,1,1800,Two or more bedrooms,White American,Male,Ghosted,Minneapolis,0,0,1
522,2,1,1800,Two or more bedrooms,African American,Female,Ghosted,Minneapolis,0,0,1
522,3,1,1800,Two or more bedrooms,African American,Male,Ghosted,Minneapolis,0,0,1
